longitude,latitude,id,group,type,name
-78.6298247,42.7676918,151007289,2302,fast_food,McDonald's
-78.8772562,42.8993247,265836448,2302,fast_food,Jim's Steak Out
-78.8736408,42.8988908,266032259,2303,cafe,Tim Hortons
-78.8760784,42.8992681,266033586,2302,fast_food,NY Pizza
-73.931236,41.660769,303663108,2303,cafe,Starbucks
-73.9310265,41.6610442,303663111,2302,fast_food,Quiznos
-74.9871372,44.670732,334995788,2302,fast_food,Jreck's Subs
-73.890222,41.5185582,344805259,2302,fast_food,McDonald's
-73.8997027,41.5375781,344805280,2302,fast_food,Burger King
-73.9320525,41.7827116,344988509,2302,fast_food,McDonald's
-73.8993812,41.5280088,347414562,2302,fast_food,A&W / KFC
-73.9766972,40.7625361,349323821,2302,fast_food,Five Guys
-74.9854007,44.6688614,353886412,2303,cafe,Scoops Downtown
-75.1475798,44.5985661,354782215,2302,fast_food,Burger King
-75.1495687,44.5983061,354782221,2501,supermarket,Price Chopper
-75.1721593,44.5955698,354789085,2501,supermarket,Nature's Storehouse
-75.4549137,44.3410616,354793324,2501,supermarket,Price Chopper
-74.1300123,44.3291535,355447197,2501,supermarket,
-74.0012583,41.0927239,355966932,2302,fast_food,McDonald's
-74.0297395,41.1053681,355968570,2302,fast_food,Burger King
-73.9899489,41.1417812,356376514,2302,fast_food,Burger King
-73.9860549,41.1541178,356384665,2302,fast_food,McDonald's
-75.9455556,42.1111111,357632158,2303,cafe,Cafe 482H
-73.9371159,41.0943362,359997416,2302,fast_food,McDonald's
-74.1897895,41.15303,361514889,2302,fast_food,McDonald's
-74.9834046,44.7972819,362003276,2501,supermarket,Al Smith's Superette
-73.8688889,40.7622222,368047348,2302,fast_food,Dunkin' Donuts
-74.3583333,41.2577778,368048898,2303,cafe,Tuscan Cafe
-73.8433223,40.9362186,368053415,2303,cafe,Teahaus
-73.7526782,42.6503233,370697204,2303,cafe,Starbucks
-73.6999819,42.6468649,373067618,2302,fast_food,Five Guys
-73.7000143,42.6467877,373067620,2302,fast_food,Subway
-73.7000645,42.6467041,373067621,2302,fast_food,Roasted Red Pepper
-73.6461337,42.6974054,373327552,2302,fast_food,Dunkin' Donuts
-73.6080007,42.6432717,373337300,2302,fast_food,Subway Subs
-73.6915968,42.6611474,373513172,2302,fast_food,Domino's
-77.5051985,42.7881814,382987859,2501,supermarket,Surefine
-73.6070149,42.6461854,390620957,2302,fast_food,Doby's Submarine
-73.961816,40.8003709,410235438,2303,cafe,Zanny's Cafe
-75.8079694,44.0449455,411657089,2501,supermarket,Fort Drum Commissary
-73.191009,40.8551469,411933131,2303,cafe,Starbucks
-78.8767989,42.9176758,414386924,2303,cafe,SPoT Coffee
-78.8768086,42.9192684,414392643,2501,supermarket,Lexington Co-op
-74.076656,40.636934,418520887,2303,cafe,Everything Goes Book Cafe
-73.9895351,40.6647223,419360003,2303,cafe,La Fondita
-73.9664572,40.6870366,419360013,2501,supermarket,Waverly Urban Market
-73.9935675,40.6901914,419360064,2303,cafe,Mocha Hookah
-73.993141,40.6900737,419361172,2516,butcher,Dellapietras
-74.0048997,40.6505269,419361320,2528,greengrocer,Market Carniceria
-73.9772631,40.7477067,419367394,2303,cafe,Perk Kafe
-73.9431823,40.810011,419367529,2303,cafe,Lenox Coffee
-73.9184199,42.7435925,436766719,2302,fast_food,McDonald's
-74.0971478,42.8968645,436766724,2302,fast_food,Roy Rogers
-74.1624996,42.9147009,436766744,2302,fast_food,McDonald's
-75.4146353,43.1250552,436830234,2302,fast_food,Burger King
-73.7949162,42.7269142,442820074,2303,cafe,Starbucks
-73.7951946,42.7267376,442820156,2302,fast_food,Moe's Southwest Grill
-77.9065847,43.0308196,446315593,2302,fast_food,McDonald's
-77.7152627,43.0409162,446318317,2302,fast_food,Arby's
-78.9889038,42.6358204,450511379,2302,fast_food,McDonald's
-78.8862477,42.6659863,457540455,2501,supermarket,Eden Shurfine Food Mart
-78.8882857,42.6648417,459051697,2302,fast_food,Subway
-73.9177871,41.0920561,469835424,2303,cafe,Runcible Spoon
-77.6681258,43.1650518,474459216,2302,fast_food,Perri's Pizza
-73.874704,40.8233844,474741174,2302,fast_food,McDonald's
-73.8616492,40.8263721,474743493,2302,fast_food,McDonald's
-73.9305056,41.7754112,475382496,2302,fast_food,Dairy Queen
-77.6569021,43.0918775,499640742,2303,cafe,Lovin Cup
-73.8253477,40.743429,502791662,2501,supermarket,Yong Fa
-73.8153742,40.7394621,502803968,2302,fast_food,Dunkin' Donuts
-74.0853776,41.5779273,532876629,2302,fast_food,Roy Rogers
-73.8306225,42.7150688,534950655,2302,fast_food,Mr Subb
-73.9902727,40.6611342,534997494,2303,cafe,Southside Coffee
-73.8454576,42.7278039,535633308,2302,fast_food,Bruegger's Bagels
-74.1128768,41.521254,540476937,2302,fast_food,Arby's
-74.0703735,41.5052186,540477002,2302,fast_food,Burger King
-74.1299571,41.5255916,540479183,2302,fast_food,Quiznos
-74.3331973,41.3961956,558646768,2302,fast_food,Dunkin' Donuts
-74.056359,41.4526358,558677045,2501,supermarket,Hannaford
-74.0577409,41.4533499,558677048,2302,fast_food,McDonald's
-74.0579297,41.4545336,558677439,2302,fast_food,Dunkin' Donuts
-74.0599983,41.4544113,558677460,2501,supermarket,Price Chopper
-74.0572431,41.4549195,558677550,2302,fast_food,Domino's Pizza
-74.0568826,41.4560324,558677551,2302,fast_food,Wendy's
-74.0571315,41.4575055,558677667,2501,supermarket,Shoprite
-74.0525224,41.4634103,558677795,2302,fast_food,Popeyes
-74.423651,41.4293374,558678214,2501,supermarket,Shop Rite
-74.0141339,40.7032771,560636265,2303,cafe,Starbucks
-73.9766252,40.7481608,561239802,2303,cafe,Cafe Delecctica
-73.8629704,40.827278,566894297,2501,supermarket,
-76.661921,42.5420589,567072682,2303,cafe,Gimme!Coffee
-78.8882571,42.9030656,567711602,2303,cafe,Cafe 59
-78.8755315,42.8990093,567711603,2303,cafe,
-73.8606631,40.8263281,567809178,2302,fast_food,Taco Bell
-73.8141144,40.7284202,568230825,2501,supermarket,Aron's Kissena Farms
-73.8045119,40.7333081,568230943,2501,supermarket,Keyfood
-75.2906772,41.9561866,571113889,2302,fast_food,McDonald's
-75.2824804,41.9554207,571116660,2501,supermarket,Grand Union
-73.986688,40.7458981,584120700,2302,fast_food,Café au bon gout
-73.9913589,40.7347925,584125647,2501,supermarket,Whole Foods Market
-73.6903208,42.4279483,608606378,2501,supermarket,Hannaford
-73.7801744,42.6414855,611751981,2303,cafe,Emacks and Bolio's
-73.9477702,40.7176379,615079161,2516,butcher,The Meat Hook
-73.9441156,40.7141037,617378678,2501,supermarket,C-Town
-73.9442385,40.7147667,617740848,2302,fast_food,Dunkin' Donuts
-78.8799914,43.0196681,620027969,2302,fast_food,Subway
-78.8585699,43.0035862,620881515,2302,fast_food,Subway
-78.8810164,43.0209241,620882485,2302,fast_food,Dairy Queen
-78.8614021,43.0377876,621538038,2501,supermarket,The Market in the Sqaure
-73.9404458,40.7220373,622228254,2302,fast_food,McDonald's
-78.8746608,42.8856873,625841074,2303,cafe,Tim Hortons
-74.0043835,41.0938592,631420620,2302,fast_food,Five Guys
-74.0017657,41.0918944,631421182,2501,supermarket,Pathmark
-73.9889316,41.1405527,631422073,2501,supermarket,DeCicco Family Market
-75.7004529,44.0571444,634781901,2302,fast_food,Burger King
-75.8067361,44.0474031,638779015,2302,fast_food,Burger King
-73.5016211,41.9522496,640513131,2302,fast_food,McDonald's
-78.8898248,43.016685,643912581,2302,fast_food,Mississippi Mudd's
-78.8921369,43.0156701,643912587,2302,fast_food,Old Man River
-73.6727143,42.7864448,660473124,2501,supermarket,Price Chopper
-73.4925186,44.6954568,662355844,2501,supermarket,Market 32
-73.991724,40.752437,662894338,2303,cafe,Best Bagels And Coffee
-73.977893,40.757084,663070723,2303,cafe,Toasties
-73.9606629,40.7786106,663355907,2303,cafe,City Market Cafe
-73.9926431,40.7529683,663387602,2302,fast_food,Taco Bell Cantina
-73.9934438,40.7569564,671071295,2302,fast_food,2 Bros. Pizza
-73.97785,40.725095,672800424,2303,cafe,9th St Espresso
-73.9322195,42.7141668,677185160,2302,fast_food,Subway Subs
-73.9361861,42.723016,677185165,2302,fast_food,Chef's Takeout Restaurant
-73.8139474,42.4669648,677219793,2501,supermarket,Shop 'n Save
-73.7530152,42.6497332,679497104,2303,cafe,Stagecoach Coffee
-73.7539281,42.6487036,679534539,2302,fast_food,Pizzeria Sapienza
-73.7539836,42.6485278,679534540,2302,fast_food,Lams Kitchen
-73.7531867,42.6495143,679534542,2302,fast_food,Soho Pita
-73.7520451,42.6504283,679534543,2303,cafe,Cider Belly
-73.7516378,42.6505308,679900009,2302,fast_food,Sandwiches to Go
-73.7513911,42.6504519,679900011,2302,fast_food,The Deli Mill
-73.7516557,42.6508803,679901693,2302,fast_food,Dunkin'
-74.1879167,41.1513179,693986995,2302,fast_food,Quiznos
-74.1879756,41.1514068,693986996,2302,fast_food,Sbarro
-74.1880401,41.1511858,693986997,2302,fast_food,Dunkin' Donuts
-74.1880561,41.1513141,693986998,2302,fast_food,Burger King
-74.1879004,41.1512048,693986999,2303,cafe,Starbucks
-73.883936,41.2086467,694840300,2303,cafe,Black Cow Coffee
-73.8055621,42.4278065,696703271,2303,cafe,Starbucks
-73.8055085,42.4280363,696703273,2302,fast_food,Roy Rogers
-73.8055583,42.4279406,696703274,2302,fast_food,Nathan's Hot Dogs
-73.8793923,41.1921806,698000379,2501,supermarket,ShopRite
-73.88014,41.1935166,698000877,2302,fast_food,Subway
-73.1039454,40.8832391,700363536,2501,supermarket,Stop & Shop
-73.0430625,40.9233443,701022478,2501,supermarket,Meat Farm
-74.1043496,40.6430379,702331265,2303,cafe,Café Botanica
-74.9617738,44.6703146,703047515,2303,cafe,Tim Hortons
-73.8850482,41.2015824,703467192,2302,fast_food,Dunkin' Donuts
-73.9599854,42.823907,703710925,2302,fast_food,Dunkin' Donuts
-73.9036071,42.8040938,703716912,2302,fast_food,Pizza Hut
-74.1621442,41.4307192,707487406,2501,supermarket,Stop but also Shop
-74.0071677,41.0962843,707525201,2303,cafe,Gourmet Garden
-73.6828214,42.5226741,709064592,2303,cafe,Coffee Bean Cafe
-73.6795333,42.5147991,709064599,2302,fast_food,Zia Pizza
-73.525827,42.1788775,709226678,2501,supermarket,IGA
-73.6778903,42.4138116,709311087,2302,fast_food,Zia Pizzeria
-73.6141682,42.3300533,709311097,2302,fast_food,Dairy Queen
-73.6052041,42.3496436,709311098,2501,supermarket,Price Chopper
-73.5625386,42.4406111,710883899,2303,cafe,Old Chatham Country Store and Cafe
-73.7926142,42.6015164,712636563,2302,fast_food,Dunkin'
-73.8176089,42.4713986,712659155,2302,fast_food,Dunkin' Donuts
-73.6917261,42.7313547,714206797,2303,cafe,Illium Cafe
-78.8191452,42.8726936,714233888,2303,cafe,Tim Hortons
-73.6876084,42.7356216,714329611,2303,cafe,Cafe Delicious
-73.6966172,42.7341046,715565619,2302,fast_food,Dunkin'
-74.9889353,44.6857576,718380299,2501,supermarket,Price Chopper
-73.8383832,42.7427396,719902647,2302,fast_food,Mr Subb
-73.8384205,42.7426276,719902714,2302,fast_food,Stromboli Pizzeria
-73.8377591,42.7438279,719902817,2302,fast_food,Dragon Garden Chinese Take Out
-73.8896701,42.6971767,720051518,2303,cafe,Cafe Teria
-73.8500608,42.6890186,721629800,2302,fast_food,Auntie Anne's
-73.8503653,42.6894724,721629809,2303,cafe,Starbucks
-73.8473711,42.6954479,721648408,2302,fast_food,Panera Bread
-73.9294503,40.8555109,725335343,2501,supermarket,Fine Fare
-73.6473046,42.6979615,727740753,2302,fast_food,Subway
-73.9044325,42.8048916,729354919,2302,fast_food,Dunkin' Donuts
-73.923508,40.74406,741028175,2302,fast_food,Burger King
-73.9727702,40.7938416,746176794,2303,cafe,Starbucks
-73.9036654,42.8041171,750039852,2302,fast_food,Wing Street
-73.9885326,40.7317446,752186044,2501,supermarket,Westside Market
-73.8327307,42.6220572,753648592,2302,fast_food,Great Wall
-73.8338513,42.6220177,753648636,2501,supermarket,
-73.8328761,42.621994,753648646,2303,cafe,Perfect Blend
-73.6082973,41.2692029,761392146,2501,supermarket,DeCicco Marketplace
-74.432049,42.3146014,761470539,2501,supermarket,Great American
-73.8223235,42.7708266,762908820,2302,fast_food,Subway Subs
-73.7490473,42.6756786,762927999,2302,fast_food,Mr Subb
-73.9867199,40.7582685,763650163,2303,cafe,Ben&jerry
-73.9901665,40.7411174,763652153,2302,fast_food,Eisenberg's Sandwich Shop
-73.7584645,42.7573208,763666879,2302,fast_food,Subway
-73.9041186,42.8047877,763671139,2302,fast_food,Hot Harry's
-77.0040613,42.8560257,763809858,2302,fast_food,Domino's
-77.0044883,42.8564533,763809880,2302,fast_food,Uptown Burrito
-73.9504079,40.6724269,764188311,2302,fast_food,Gloria's
-73.787529,42.6131243,765328153,2302,fast_food,Panera Bread
-73.7881373,42.6133583,765328322,2302,fast_food,Five Guys
-73.7463907,42.6341528,765336129,2302,fast_food,Subway
-73.7464715,42.6342942,765336184,2302,fast_food,Hot Dog Charlies
-73.746434,42.6342307,765336215,2302,fast_food,Ming's Garden Chinese Restaurant
-73.964676,40.710211,765882170,2516,butcher,Marlowe And Daughters
-73.7981843,42.7624684,767595433,2302,fast_food,Quiznos Sub
-73.7611947,42.7571462,768242417,2302,fast_food,Subway
-78.8724198,42.8995238,768716440,2303,cafe,Cafe 59
-73.6525988,42.6998346,768965585,2302,fast_food,Chris's Pizzeria
-73.8929376,42.7741795,773010614,2302,fast_food,Panera Bread
-73.8929,42.7749974,773010680,2302,fast_food,Five Guys
-73.8919593,42.7732326,773380098,2302,fast_food,China King
-73.8907155,42.7828715,773392603,2302,fast_food,Fortune Cookie Chinese Restaurant
-73.910989,42.8231113,773400869,2302,fast_food,New China Restaurant Takeout
-73.9107527,42.8231366,773400878,2302,fast_food,Big Guys Pizzeria
-73.827968,42.6243296,774008200,2302,fast_food,Delish Deli
-73.7643976,42.7509664,783660386,2303,cafe,Starbucks
-74.002835,40.671485,791455821,2302,fast_food,Red Hook Ball Field Food Trucks
-73.760983,42.727224,791991679,2302,fast_food,Bruegger's Bagels
-73.7607378,42.7284094,791992002,2302,fast_food,Five Guys
-73.7610319,42.7281658,791992052,2303,cafe,Starbucks
-73.7727635,42.7542343,792052107,2302,fast_food,Dunkin'
-76.4397563,43.0368078,793657490,2501,supermarket,The Big M
-76.4269495,43.0370935,796649642,2302,fast_food,Subway
-73.5549961,42.6345818,803044288,2302,fast_food,Averill Park House of Pizza
-73.8925071,42.7698065,803079012,2302,fast_food,Prima Pizza
-73.9028228,42.8044843,804519719,2302,fast_food,Subway Subs
-77.138484,42.9616487,805352250,2303,cafe,Talk of the Town Cafe
-73.6634852,40.7428033,810210867,2501,supermarket,King Kullen
-73.6590541,40.7439861,810211728,2501,supermarket,Garden City Food
-73.6985296,40.7413564,810221905,2501,supermarket,Stop & Shop
-73.6901873,40.7579778,810221908,2501,supermarket,ShopRite
-73.6760489,40.7131262,810279875,2501,supermarket,King Kullen
-78.877332,42.9100384,819190121,2302,fast_food,Louie's
-78.8775519,42.9050758,819190146,2302,fast_food,Just Pizza
-73.6798627,42.7067787,828401848,2302,fast_food,Dunkin' Donuts
-76.4908561,42.4832941,829688129,2302,fast_food,
-76.4909848,42.4835156,829688145,2303,cafe,
-76.4831206,42.4832228,829688166,2501,supermarket,
-73.6574581,40.5927159,832002267,2302,fast_food,McDonald's
-77.6954718,42.8330572,843146515,2302,fast_food,McDonald's
-76.2989643,42.4945779,843938999,2501,supermarket,
-76.3678971,42.5898412,845927538,2302,fast_food,Chinese
-76.3680473,42.5903231,845927541,2302,fast_food,
-73.6893535,42.7311241,846508208,2303,cafe,Koni's Broadway Kafé
-76.3672713,42.5849929,847895302,2302,fast_food,
-77.1407193,42.9684179,853295665,2501,supermarket,Big M
-77.6997222,43.1882743,858578008,2302,fast_food,Pizza Stop
-73.8204543,42.7105993,864715248,2303,cafe,Starbucks
-73.952923,40.7593049,870317225,2303,cafe,Starbucks
-77.7311728,43.1753653,872505106,2501,supermarket,Gates Big M
-77.70611,43.210819,881723382,2302,fast_food,KFC
-73.9998776,42.0141847,882685049,2302,fast_food,Roy Rogers
-73.9999562,42.0140197,882685081,2303,cafe,Starbucks
-73.9999848,42.0142006,882685088,2302,fast_food,Arthur Treachers
-73.9999849,42.0141129,882685092,2302,fast_food,Quiznos Subs
-73.6765108,42.7381894,883098183,2501,supermarket,Save-A-Lot
-73.983903,40.7491,883181314,2303,cafe,Starbucks
-73.9850334,40.7484288,883234965,2302,fast_food,Chipotle
-73.985687,40.7481846,883235940,2303,cafe,Starbucks
-73.9888284,40.7265887,883711917,2303,cafe,Spiritea
-73.992374,40.725448,886175538,2303,cafe,Think Coffee
-73.994851,40.7279757,886682281,2302,fast_food,Le Basket
-73.995488,40.727212,886702490,2303,cafe,Starbucks
-74.011915,40.7096762,887596760,2302,fast_food,Burger King
-73.958926,40.716524,888935216,2303,cafe,Fabiane's
-73.9585512,40.7168705,888966665,2302,fast_food,Yogurberry
-73.958341,40.717466,888984017,2303,cafe,New York Muffins
-73.957349,40.717722,889001978,2302,fast_food,Oasis
-74.0110479,40.7149297,889080115,2303,cafe,Twin Cafe
-74.0110643,40.7151714,889083044,2303,cafe,Kaffe 1668
-74.0151484,40.7145898,889261891,2303,cafe,Pick-a-Bagel
-74.0062427,40.7154962,889447583,2302,fast_food,Bengal Curry
-74.0094239,40.7149567,889469733,2303,cafe,Le Pain Quotidien
-74.008983,40.715522,889472802,2303,cafe,Starbucks
-74.0099573,40.7157245,889478283,2303,cafe,Zuckers Bagels & Smoked Fish
-74.0101799,40.7161048,889479063,2302,fast_food,Subway
-74.0103006,40.7161413,889481488,2302,fast_food,
-74.0106665,40.7162978,889485115,2302,fast_food,McDonald's
-74.0117376,40.7156112,889585036,2501,supermarket,Whole Foods Market
-73.8251546,40.8805852,897070965,2501,supermarket,Super Stop & Shop
-73.6745846,42.4979336,901500562,2302,fast_food,Subway
-74.0068338,40.7142931,904055290,2303,cafe,Blue Spoon Coffee Company
-74.0069799,40.7067224,910822719,2302,fast_food,Chipotle
-74.00622,40.708147,910827450,2528,greengrocer,Jubilee
-77.5049247,42.7887999,923288032,2302,fast_food,Subway
-77.5759519,43.1474778,924831379,2303,cafe,Boulder Coffee
-77.5785531,43.1486128,924831415,2302,fast_food,Cobbs Hill Pizza Pasta & Grill
-78.8774729,42.9178485,927332730,2501,supermarket,Globe Market
-73.8619044,41.144452,929447343,2302,fast_food,McDonald's
-77.4765385,43.0611423,936996917,2302,fast_food,Great Northern Pizza Kitchen
-77.4759806,43.0606132,936996927,2302,fast_food,Bruegger's Bagel Bakery
-73.5124317,40.7589175,938169172,2501,supermarket,Patel Brothers
-73.5519358,41.8586441,938917453,2501,supermarket,Freshtown Supermarket
-73.8491636,43.0458353,952085486,2302,fast_food,Pizza Etc.
-73.6450795,40.6568909,959120274,2303,cafe,Starbucks
-74.2170494,43.0487341,961003561,2302,fast_food,Subway
-78.6759995,42.8813528,974725541,2303,cafe,Tim Hortons
-76.4642215,42.4377361,977010239,2501,supermarket,East Hill P&C Foods
-73.83872,42.6835613,979951292,2302,fast_food,Bruegger's Bagels
-73.8385813,42.682918,979951531,2303,cafe,Peaches Cafe
-73.838564,42.6828509,979951569,2302,fast_food,Chipotle
-73.8402451,42.6833705,979969375,2303,cafe,Starbucks
-73.3408413,40.893331,981904420,2501,supermarket,King Kullen
-73.3375368,40.8923578,981904545,2501,supermarket,Stop and Shop
-76.6710952,43.0236805,989505389,2302,fast_food,Original Pizza of Boston
-77.1735109,42.9727851,989505390,2302,fast_food,Sbarro
-76.6709655,43.0238366,989505398,2303,cafe,Edy's Ice Cream
-76.6709649,43.0237514,989505399,2302,fast_food,Fresh Fudge
-77.1736105,42.9728582,989505408,2303,cafe,Starbucks
-76.1009264,43.0909834,989505410,2302,fast_food,McDonald's
-77.1736411,42.9727074,989505416,2302,fast_food,Burger King
-76.1009186,43.0911156,989505418,2302,fast_food,Edy's Ice Cream
-74.0969676,42.8968299,990019296,2303,cafe,Starbucks
-74.0971223,42.8968049,990019303,2302,fast_food,Auntie Anne's
-74.0969858,42.8968992,990019316,2302,fast_food,NY MKT
-74.8028908,43.0171436,990122208,2302,fast_food,Burger King
-74.8026108,43.0170997,990122221,2302,fast_food,Dunkin' Donuts
-74.803579,43.0158403,990122225,2302,fast_food,Roy Rogers
-74.8036189,43.0157056,990122239,2303,cafe,Starbucks
-75.1033346,43.0764455,990134912,2302,fast_food,McDonald's
-75.1030423,43.0764524,990134954,2303,cafe,Fresh Fudge
-75.1031901,43.0764971,990134956,2303,cafe,Breyer's Ice Cream
-75.4146813,43.1251869,990159462,2302,fast_food,Sbarro
-75.4148455,43.1250829,990159467,2303,cafe,Starbucks
-75.8416609,43.0960809,990205952,2302,fast_food,Sbarro
-75.8417048,43.0959814,990205957,2303,cafe,Starbucks
-76.3195006,43.0922538,990257597,2302,fast_food,McDonald's
-76.3195292,43.0920586,990257604,2303,cafe,Edy's Ice Cream
-76.319172,43.0922147,990257622,2302,fast_food,Original Pizza of Boston
-76.670808,43.0236542,990280242,2302,fast_food,McDonald's
-76.9180649,42.9589009,990415424,2303,cafe,Hershey's
-76.9179797,42.9590724,990415432,2302,fast_food,Roy Rogers
-76.9181317,42.9589743,990415436,2302,fast_food,Dunkin' Donuts
-77.4133858,42.998951,990442389,2303,cafe,Tim Hortons
-77.4133804,42.9991138,990442393,2302,fast_food,Villa Pizza
-77.413212,42.9990867,990442396,2302,fast_food,Checkers
-73.9060387,42.8055003,990527126,2302,fast_food,Rubbin Butts Bar-B-Q
-74.085214,41.5776504,990803275,2303,cafe,Starbucks
-74.0885961,41.5923855,990803280,2303,cafe,LavAzza
-74.0887104,41.5921816,990803281,2302,fast_food,Pizzeria Uno
-74.0886704,41.592306,990803282,2302,fast_food,McDonald's
-77.6796272,43.2078533,997401246,2302,fast_food,Five Guys
-73.8011904,42.7234967,998867433,2302,fast_food,Scubbers Hot Wings
-73.8138971,42.7134076,998867470,2302,fast_food,Panera Bread
-73.8014032,42.7233324,998867522,2302,fast_food,Dunkin'
-73.8122649,42.7175864,998867566,2501,supermarket,Hannaford
-73.8129047,42.717227,998867595,2302,fast_food,Bruegger's Bagels
-73.8131343,42.7174587,998867614,2302,fast_food,East Wok
-73.8130748,42.717389,998867681,2302,fast_food,New  Yorker Pizzeria
-73.8132902,42.7176043,998867701,2302,fast_food,The Corner Deli
-73.9826745,40.7683962,999526102,2501,supermarket,Whole Foods Market
-73.9862921,40.7617166,1000798085,2501,supermarket,Key Food
-73.9817611,40.780745,1011407273,2501,supermarket,Fairway Market
-73.6761207,43.3308074,1011828839,2302,fast_food,McDonald's
-78.6942533,42.930654,1017437540,2501,supermarket,Tops
-78.6976651,42.9301595,1017437541,2302,fast_food,McDonald's
-78.6729781,42.9160494,1017437544,2303,cafe,Tim Hortons
-73.954568,40.780542,1020359759,2303,cafe,Le Pain Quotidien
-73.82386,42.6993139,1022887319,2516,butcher,Deli Warehouse
-73.9843772,40.7246121,1025322222,2303,cafe,Cafe Social 68
-73.1761887,40.7333567,1027643799,2501,supermarket,Waldbaums
-73.9232898,40.7579727,1028101219,2303,cafe,Café Bar
-77.6120702,43.0877323,1036431060,2302,fast_food,Boston Market
-77.6351051,43.0912299,1036431081,2302,fast_food,Amiel's Subs and Rost Beef
-77.6444884,43.0907878,1036431194,2302,fast_food,Subway
-77.645722,43.091067,1036509716,2501,supermarket,
-73.9822755,40.7785925,1038205809,2501,supermarket,Trader Joe's
-73.7905634,42.6653044,1043650296,2302,fast_food,
-73.8028129,42.6572529,1052198278,2302,fast_food,Dunkin' Donuts
-73.6601858,42.7051483,1053141657,2302,fast_food,Carol's Place
-73.5149222,43.1039818,1057501172,2501,supermarket,Hannaford
-73.5088561,43.0981155,1057501222,2302,fast_food,Subway
-73.8059138,42.7184534,1057678348,2302,fast_food,Arby's
-73.8058325,42.7184987,1057678755,2302,fast_food,Maurice's Sandwich Shoppes
-73.75936,42.66358,1057870468,2302,fast_food,Subway
-78.6965917,42.9024466,1058084221,2302,fast_food,Burger King
-78.6707706,42.8999101,1058084265,2302,fast_food,Picasso's Pizza
-78.6974936,42.8798016,1058288166,2302,fast_food,KFC
-78.697536,42.8783546,1058288190,2302,fast_food,Panera
-78.6975303,42.8799086,1058288209,2302,fast_food,Taco Bell
-78.818433,42.9588738,1062800075,2302,fast_food,Zetti's
-77.5646968,43.1270588,1064286020,2302,fast_food,Panera Bread
-77.5645667,43.1269291,1064286047,2303,cafe,Starbucks
-77.5643447,43.1267446,1064286049,2302,fast_food,Subway
-77.5672148,43.1293151,1064286068,2302,fast_food,Dunkin'
-77.5663265,43.1272214,1064293600,2302,fast_food,Abott's Frozen Custard
-77.515577,43.0906773,1064369102,2302,fast_food,bluHorn Tequilara
-78.6151381,42.904086,1068460692,2302,fast_food,Snack Bar
-73.7761519,42.6523076,1069568731,2303,cafe,Starbucks
-72.8627698,40.7817524,1075206375,2501,supermarket,King Kullen
-73.8108221,42.6282438,1084683243,2501,supermarket,Hannaford
-74.0685976,41.5026917,1098652540,2501,supermarket,Adams Fairacre Farms
-78.112729,42.46248,1107019765,2501,supermarket,Jubilee
-77.3996852,42.6188186,1107056399,2302,fast_food,Subway
-73.6979532,42.7602535,1108415975,2302,fast_food,The Pit Pit Barbecue
-73.989259,40.7266467,1112494492,2528,greengrocer,S. K. Gourmet Deli & Grocery
-73.8978617,41.5396393,1117174967,2501,supermarket,ShopRite
-73.9847592,40.6708061,1123921439,2303,cafe,Flying Hippo
-73.9731169,42.6552519,1129616333,2303,cafe,Yellow Rock Café (seasonal)
-77.595193,43.1477582,1141384620,2302,fast_food,McDonald's
-77.4749926,43.1301784,1146355798,2302,fast_food,Guida's Pizzeria
-76.4994478,42.4444636,1151424710,2303,cafe,Gimme!Coffee
-73.9937419,40.6017273,1151537559,2302,fast_food,Istambul
-74.0132642,40.7029557,1153146341,2302,fast_food,Au Bon Pain
-73.7857409,42.6533217,1160355856,2302,fast_food,Subway
-78.6982442,42.9381791,1162660505,2302,fast_food,Dunkin' Donuts
-78.117195,42.345014,1164591081,2501,supermarket,Harrington's
-77.669035,43.083865,1173725181,2303,cafe,Beanz
-77.674811,43.0838551,1173725191,2302,fast_food,RITZ Sports Zone
-77.6800986,43.0846431,1173725199,2302,fast_food,Ctrl-Alt-Deli
-77.6762643,43.0841188,1173725210,2303,cafe,Java Wally's
-78.7370391,42.9192785,1186738029,2302,fast_food,Burger King
-78.7501832,43.0360786,1197038056,2302,fast_food,Dunkin' Donuts
-78.6972673,42.912246,1197614233,2302,fast_food,Dunkin' Donuts
-73.7005183,42.7287002,1200362896,2302,fast_food,Sushi Yummy
-73.7005895,42.7291781,1200363067,2302,fast_food,Subway
-78.7730518,42.9079393,1200621454,2302,fast_food,McDonald's
-78.7741009,42.9100844,1200621535,2501,supermarket,Price Rite
-78.7742226,42.9075285,1200621662,2302,fast_food,Chipotle
-76.4970232,42.4405972,1215009622,2303,cafe,Starbucks
-76.4951981,42.4394242,1219032903,2302,fast_food,Collegetown Bagels
-73.6731687,42.7850775,1227324327,2302,fast_food,Dunkin' Donuts
-73.6732279,42.7849423,1227324328,2302,fast_food,Subway Subs
-73.7548268,42.6460466,1228524703,2302,fast_food,Golden Fried Chicken
-73.3684898,42.5468495,1229985001,2302,fast_food,Dunkin' Donuts
-78.6138391,42.8927459,1232918620,2302,fast_food,Country Cousins
-73.5843726,42.9065016,1234844591,2501,supermarket,Shop N Save
-73.5838653,42.9069916,1234844687,2302,fast_food,Subway
-73.5938931,42.2712829,1240278137,2501,supermarket,Hawthorne Valley Farm Store
